idx,imdb_id,title,genres,keywords,overview,popularity,release_date,tagline,vote_average,vote_count,overview_tk,tagline_tk
179,tt0363163,Downfall,"['Drama', 'History', 'War']","['berlin', 'poison', 'dictator', 'clerk', 'ideology', 'world war ii', 'traitor', 'despair', 'destroy', 'testament', 'capitulation', 'soviet troops', 'race politics', 'national socialism', 'adolf hitler', 'ultimate victory', 'minister', 'national socialist party', 'dying and death', 'historical figure', 'german shepherd']","In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.",7.69224,2004-09-08,"April 1945, a nation awaits its...Downfall",7.7,1059,"['april', '1945', 'germany', 'stands', 'brink', 'defeat', 'russian', 'army', 'closing', 'east', 'allied', 'expeditionary', 'force', 'attacking', 'west', 'berlin', 'capital', 'third', 'reich', 'adolf', 'hitler', 'proclaims', 'germany', 'still', 'achieve', 'victory', 'orders', 'generals', 'advisers', 'fight', 'last', 'man', 'end', 'finally', 'come', 'hitler', 'lies', 'dead', 'hand', 'left', 'military', 'must', 'find', 'way', 'end', 'killing', 'battle', 'berlin', 'lay', 'arms', 'surrender']","['april', '1945', 'nation', 'awaits', 'downfall']"
181,tt0372784,Batman Begins,"['Action', 'Crime', 'Drama']","['himalaya', 'martial arts', 'dc comics', 'crime fighter', 'secret identity', 'undercover', 'hero', 'loss of father', 'society', 'gotham city', 'vigilante', 'superhero', 'based on comic', 'rivalry', 'tragic hero', 'ninja', 'good vs evil', 'crime', 'super powers', 'haunted by the past', 'evil doctor', 'escapade', 'master villain', 'fighting crime', 'unfulfillment', 'love and romance', 'unfulfilled love']","Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",28.505341,2005-06-10,Evil fears the knight.,7.5,7511,"['driven', 'tragedy', 'billionaire', 'bruce', 'wayne', 'dedicates', 'life', 'uncovering', 'defeating', 'corruption', 'plagues', 'home', 'gotham', 'city', 'unable', 'work', 'within', 'system', 'instead', 'creates', 'new', 'identity', 'symbol', 'fear', 'criminal', 'underworld', '-', 'batman']","['evil', 'fears', 'knight']"
182,tt0434409,V for Vendetta,"['Action', 'Thriller', 'Fantasy']","['detective', 'vatican', 'fascism', 'satanism', 'fascist', 'dystopia', 'government', 'chancellor', 'revenge', 'personification of satan', 'torture', 'hatred', 'masked vigilante', 'catholicism', 'catholic priest', 'catholic guilt', 'jesuit', 'vengeful spirit', 'activist', 'irish catholic', 'vengeful', 'jesuit priest', 'gnosticism', 'occultism']","In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",20.214422,2006-03-15,People should not be afraid of their governments. Governments should be afraid of their people.,7.7,4562,"['world', 'great', 'britain', 'become', 'fascist', 'state', 'masked', 'vigilante', 'known', ""'"", 'v', ""'"", 'conducts', 'guerrilla', 'warfare', 'oppressive', 'british', 'government', ""'"", 'v', ""'"", 'rescues', 'young', 'woman', 'secret', 'police', 'finds', 'ally', 'continue', 'fight', 'free', 'people', 'britain']","['people', 'afraid', 'governments', 'governments', 'afraid', 'people']"
183,tt0405094,The Lives of Others,"['Drama', 'Thriller']","['germany', 'berlin', 'suicide', 'berlin wall', 'corruption', 'german democratic republic', 'stasi', 'blackmail', 'cold war', 'soviet union', 'nudity', 'propaganda', 'freedom of speech', 'house search', ""artists' life"", 'spying', 'arts', 'government', 'interrogation', 'surveillance', 'minister for education', 'heartbreak', 'east germany', 'communism', 'mfs']",A tragic love story set in East Berlin with the backdrop of an undercover Stasi controlled culture. Stasi captain Wieler is ordered to follow author Dreyman and plunges deeper and deeper into his life until he reaches the threshold of doubting the system.,9.02255,2006-03-15,"Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.",7.9,977,"['tragic', 'love', 'story', 'set', 'east', 'berlin', 'backdrop', 'undercover', 'stasi', 'controlled', 'culture', 'stasi', 'captain', 'wieler', 'ordered', 'follow', 'author', 'dreyman', 'plunges', 'deeper', 'deeper', 'life', 'reaches', 'threshold', 'doubting', 'system']","['fall', 'berlin', 'wall', 'east', 'germany', 'secret', 'police', 'listened', 'secrets']"
184,tt0457430,Pan's Labyrinth,"['Fantasy', 'Drama', 'War']","['spain', 'resistance', 'servant', 'anti hero', 'fairy', 'fairy tale', 'franco regime', 'army', 'princess', 'love', 'woods', 'king', 'hiding', 'labyrinth', 'mythological']","Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",26.817754,2006-05-27,What happens when make-believe believes it's real?,7.6,3122,"['living', 'tyrannical', 'stepfather', 'new', 'home', 'pregnant', 'mother', '10-year-old', 'ofelia', 'feels', 'alone', 'explores', 'decaying', 'labyrinth', 'guarded', 'mysterious', 'faun', 'claims', 'know', 'destiny', 'wishes', 'return', 'real', 'father', 'ofelia', 'must', 'complete', 'three', 'terrifying', 'tasks']","['happens', 'make-believe', 'believes', 'real']"
185,tt0407887,The Departed,"['Drama', 'Thriller', 'Crime']","['undercover', 'boston', 'police', 'friends', 'mafia', 'undercover cop', 'mobster', 'mole', 'state police', 'police training', 'realtor']","To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",18.515448,2006-10-05,Lies. Betrayal. Sacrifice. How far will you take it?,7.9,4455,"['take', 'south', 'boston', 'irish', 'mafia', 'police', 'send', 'one', 'infiltrate', 'underworld', 'realizing', 'syndicate', 'done', 'likewise', 'undercover', 'cop', 'curries', 'favor', 'mob', 'kingpin', 'career', 'criminal', 'rises', 'police', 'ranks', 'sides', 'soon', 'discover', 'mole', 'among']","['lies', 'betrayal', 'sacrifice', 'far', 'take']"
186,tt0482571,The Prestige,"['Drama', 'Mystery', 'Thriller']","['competition', 'secret', 'obsession', 'magic', 'dying and death', 'class society', 'illusion', 'tricks', 'hostility', 'class', 'rivalry']","A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",16.94556,2006-10-19,Are You Watching Closely?,8,4510,"['mysterious', 'story', 'two', 'magicians', 'whose', 'intense', 'rivalry', 'leads', 'life-long', 'battle', 'supremacy', '--', 'full', 'obsession', 'deceit', 'jealousy', 'dangerous', 'deadly', 'consequences']","['watching', 'closely']"
187,tt0382932,Ratatouille,"['Animation', 'Comedy', 'Family', 'Fantasy']","['paris', 'brother brother relationship', 'expensive restaurant', 'river', 'cook', 'mouse', 'confidence', 'roof', 'window', ""leaving one's family"", 'work', 'restaurant critic', 'kitchen', 'spice', 'court', 'cookbook', 'family', 'chef', 'rat']","A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",20.50803,2007-06-22,He's dying to become a chef.,7.5,4510,"['rat', 'named', 'remy', 'dreams', 'becoming', 'great', 'french', 'chef', 'despite', 'family', 'wishes', 'obvious', 'problem', 'rat', 'decidedly', 'rodent-phobic', 'profession', 'fate', 'places', 'remy', 'sewers', 'paris', 'finds', 'ideally', 'situated', 'beneath', 'restaurant', 'made', 'famous', 'culinary', 'hero', 'auguste', 'gusteau', 'despite', 'apparent', 'dangers', 'unlikely', '-', 'certainly', 'unwanted', '-', 'visitor', 'kitchen', 'fine', 'french', 'restaurant', 'remy', 'passion', 'cooking', 'soon', 'sets', 'motion', 'hilarious', 'exciting', 'rat', 'race', 'turns', 'culinary', 'world', 'paris', 'upside']","['dying', 'become', 'chef']"
188,tt0476735,My Father and My Son,"['Comedy', 'Drama']",[],"A Turkish man, whose wife died while giving birth to his son during a military coup, finally returns home. Estranged from his father for turning his back on the family farm, he takes his 8 year-old and tries to repair relations.",1.712815,2005-11-18,,7.8,32,"['turkish', 'man', 'whose', 'wife', 'died', 'giving', 'birth', 'son', 'military', 'coup', 'finally', 'returns', 'home', 'estranged', 'father', 'turning', 'back', 'family', 'farm', 'takes', '8', 'year-old', 'tries', 'repair', 'relations']",[]
189,tt0758758,Into the Wild,"['Adventure', 'Drama']","['male nudity', 'parent child relationship', 'camping', 'cutting the cord', 'self-discovery', 'wilderness', 'biography', 'based on true story', 'pubic hair', 'alaska', 'journey']","The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",15.423538,2007-09-11,Into the heart. Into the soul.,7.8,3139,"['true', 'story', 'top', 'student', 'athlete', 'christopher', 'mccandless', 'graduating', 'emory', 'university', '1992', 'abandoned', 'possessions', 'gave', 'entire', '24,000', 'savings', 'account', 'charity', 'hitchhiked', 'alaska', 'live', 'wilderness']","['heart', 'soul']"
190,tt0477348,No Country for Old Men,"['Crime', 'Drama', 'Thriller']","['texas', 'drug traffic', 'hitman', 'suspense']","Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",15.565484,2007-11-08,There are no clean getaways.,7.7,3083,"['llewelyn', 'moss', 'stumbles', 'upon', 'dead', 'bodies', 'million', 'hoard', 'heroin', 'texas', 'desert', 'methodical', 'killer', 'anton', 'chigurh', 'comes', 'looking', 'local', 'sheriff', 'ed', 'tom', 'bell', 'hot', 'trail', 'roles', 'prey', 'predator', 'blur', 'violent', 'pursuit', 'money', 'justice', 'collide']","['clean', 'getaways']"
191,tt0469494,There Will Be Blood,['Drama'],"['brother brother relationship', 'deaf-mute', 'american dream', 'fanatic', 'pipeline', 'petrol', 'father', 'step father', 'oil', 'money', 'killer', 'alcoholic']","When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",8.200627,2007-12-28,There Will Be Greed. There Will Be Vengeance.,7.9,1581,"['ruthless', 'oil', 'prospector', 'daniel', 'plainview', 'learns', 'oil-rich', 'land', 'california', 'bought', 'cheaply', 'moves', 'operation', 'begins', 'manipulating', 'exploiting', 'local', 'landowners', 'selling', 'property', 'using', 'young', 'adopted', 'son', 'project', 'image', 'caring', 'family', 'man', 'plainview', 'gains', 'cooperation', 'almost', 'locals', 'lofty', 'promises', 'build', 'schools', 'cultivate', 'land', 'make', 'community', 'flourish', 'time', 'plainview', 'gradual', 'accumulation', 'wealth', 'power', 'causes', 'true', 'self', 'surface', 'begins', 'slowly', 'alienate', 'everyone', 'life']","['greed', 'vengeance']"
192,tt0986264,Taare Zameen Par,['Drama'],"['painter', 'father son relationship', 'jealousy', 'father', 'boarding school', 'dyslexia', 'little boy', 'teacher', 'india', 'childhood', 'teachers and students']","Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",6.093304,2007-12-21,Every child is special,7.7,194,"['ishaan', 'awasthi', 'eight-year-old', 'whose', 'world', 'filled', 'wonders', 'one', 'else', 'seems', 'appreciate', 'colours', 'fish', 'dogs', 'kites', ""n't"", 'seem', 'important', 'adults', 'much', 'interested', 'things', 'like', 'homework', 'marks', 'neatness', 'ishaan', 'seem', 'get', 'anything', 'right', 'class', ';', 'sent', 'boarding', 'school', 'life', 'changes', 'forever']","['every', 'child', 'special']"
193,tt0468569,The Dark Knight,"['Drama', 'Action', 'Crime', 'Thriller']","['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism', 'chaos', 'gotham city', 'vigilante', 'joker', 'superhero', 'based on comic', 'tragic hero', 'organized crime', 'criminal mastermind', 'district attorney', 'imax', 'super villain', 'super powers', 'batman']","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",123.167259,2008-07-16,Why So Serious?,8.3,12269,"['batman', 'raises', 'stakes', 'war', 'crime', 'help', 'lt.', 'jim', 'gordon', 'district', 'attorney', 'harvey', 'dent', 'batman', 'sets', 'dismantle', 'remaining', 'criminal', 'organizations', 'plague', 'streets', 'partnership', 'proves', 'effective', 'soon', 'find', 'prey', 'reign', 'chaos', 'unleashed', 'rising', 'criminal', 'mastermind', 'known', 'terrified', 'citizens', 'gotham', 'joker']",['serious']
194,tt0910970,WALL夷똄,"['Animation', 'Family']",['romantic comedy'],"WALL夷똄 is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL夷똄 thinks he's finally found a friend and stows away on the ship when it leaves.",16.088366,2008-06-22,An adventure beyond the ordinar-E.,7.8,6439,"['wall夷똢', 'last', 'robot', 'left', 'earth', 'overrun', 'garbage', 'humans', 'fled', 'outer', 'space', '700', 'years', 'continued', 'try', 'clean', 'mess', 'developed', 'rather', 'interesting', 'human-like', 'qualities', 'ship', 'arrives', 'sleek', 'new', 'type', 'robot', 'wall夷똢', 'thinks', 'finally', 'found', 'friend', 'stows', 'away', 'ship', 'leaves']","['adventure', 'beyond', 'ordinar-e']"
195,tt1205489,Gran Torino,['Drama'],"['rape', 'war veteran', 'immigration', 'priest', 'gang', 'old man', 'teenager', 'gangster', 'detroit', 'widower', 'car', 'hmong']","Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",14.794228,2008-12-09,Ever come across somebody you shouldn't have messed with?,7.8,3181,"['walt', 'kowalski', 'widower', 'holds', 'onto', 'prejudices', 'despite', 'changes', 'michigan', 'neighborhood', 'world', 'around', 'kowalski', 'grumpy', 'tough-minded', 'unhappy', 'old', 'man', 'ca', ""n't"", 'get', 'along', 'either', 'kids', 'neighbors', 'korean', 'war', 'veteran', 'whose', 'prize', 'possession', '1972', 'gran', 'torino', 'keeps', 'mint', 'condition', 'neighbor', 'thao', 'young', 'hmong', 'teenager', 'pressure', 'gang', 'member', 'cousin', 'tries', 'steal', 'gran', 'torino', 'kowalski', 'sets', 'reform', 'youth', 'drawn', 'life', 'thao', 'family', 'kowalski', 'soon', 'taking', 'steps', 'protect', 'gangs', 'infest', 'neighborhood']","['ever', 'come', 'across', 'somebody', 'messed']"
196,tt0361748,Inglourious Basterds,"['Drama', 'Action', 'Thriller', 'War']","['paris', 'guerrilla', 'cinema', 'self sacrifice', 'dynamite', 'mexican standoff', 'world war ii', 'jew persecution', 'jew', 'nazis', 'masochism', 'sadism', 'scalp', 'winston churchill', 'knife in hand', 'anti semitism', 'gore', 'swastika', 'blood bath', 'german occupation of france', 'violence', 'gun violence']","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",16.89564,2009-08-18,Once upon a time in Nazi occupied France...,7.9,6598,"['nazi-occupied', 'france', 'world', 'war', 'ii', 'group', 'jewish-american', 'soldiers', 'known', 'basterds', 'chosen', 'specifically', 'spread', 'fear', 'throughout', 'third', 'reich', 'scalping', 'brutally', 'killing', 'nazis', 'basterds', 'lead', 'lt.', 'aldo', 'raine', 'soon', 'cross', 'paths', 'french-jewish', 'teenage', 'girl', 'runs', 'movie', 'theater', 'paris', 'targeted', 'soldiers']","['upon', 'time', 'nazi', 'occupied', 'france']"
197,tt1049413,Up,"['Animation', 'Comedy', 'Family', 'Adventure']","['age difference', 'central and south america', 'balloon', 'animation', 'floating in the air', 'duringcreditsstinger', 'exploring']","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",19.330884,2009-05-13,,7.8,7048,"['carl', 'fredricksen', 'spent', 'entire', 'life', 'dreaming', 'exploring', 'globe', 'experiencing', 'life', 'fullest', 'age', '78', 'life', 'seems', 'passed', 'twist', 'fate', '(', 'persistent', '8-year', 'old', 'wilderness', 'explorer', 'named', 'russell', ')', 'gives', 'new', 'lease', 'life']",[]
198,tt1305806,The Secret in Their Eyes,"['Crime', 'Drama', 'Mystery', 'Romance']","['rape', 'secret', 'writing', 'homicide', 'kidnapping', 'passion', 'suspect', 'investigation', 'police', 'partner', 'murder', 'tension', 'argentina', 'justice', 'eyes']",A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,11.251632,2009-08-13,,7.8,638,"['retired', 'legal', 'counselor', 'writes', 'novel', 'hoping', 'find', 'closure', 'one', 'past', 'unresolved', 'homicide', 'cases', 'unreciprocated', 'love', 'superior', '-', 'still', 'haunt', 'decades', 'later']",[]
199,tt0978762,Mary and Max,"['Animation', 'Comedy', 'Drama']","['chocolate', 'birthmark', 'only child', 'approach', 'australia', 'friendship bracelet', 'stop motion', 'neighbor', 'phone book', 'correspondence', 'pen pal']","A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York. In the mid-1970's, a homely, friendless Australian girl of 8 picks a name out of a Manhattan phone book and writes to him; she includes a chocolate bar. He writes back, with chocolate. Thus begins a 20-year correspondence. Will the two ever meet face to face?",8.888393,2009-02-09,Sometimes perfect strangers make the best friends.,7.8,596,"['tale', 'friendship', 'two', 'unlikely', 'pen', 'pals', ':', 'mary', 'lonely', 'eight-year-old', 'girl', 'living', 'suburbs', 'melbourne', 'max', 'forty-four-year', 'old', 'severely', 'obese', 'man', 'living', 'new', 'york', 'mid-1970', 'homely', 'friendless', 'australian', 'girl', '8', 'picks', 'name', 'manhattan', 'phone', 'book', 'writes', ';', 'includes', 'chocolate', 'bar', 'writes', 'back', 'chocolate', 'thus', 'begins', '20-year', 'correspondence', 'two', 'ever', 'meet', 'face', 'face']","['sometimes', 'perfect', 'strangers', 'make', 'best', 'friends']"
200,tt1028532,Hachi: A Dog's Tale,"['Drama', 'Family']","['japanese', 'loyalty', 'human animal relationship', 'friendship', 'friends', 'family relationships', 'dog', 'newspaper reporter', 'family dog', 'waiting']",A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,8.621359,2009-06-13,"A true story of faith, devotion and undying love.",7.7,1769,"['drama', 'based', 'true', 'story', 'college', 'professor', 'bond', 'abandoned', 'dog', 'takes', 'home']","['true', 'story', 'faith', 'devotion', 'undying', 'love']"
201,tt1187043,3 Idiots,"['Drama', 'Comedy', 'Romance']","['suicide', 'suicide attempt', 'college', 'friends', 'engineering', 'bollywood', 'student', 'subjective camera']","In the tradition of ??쨎rris Bueller???Day Off??comes this refreshing comedy about a rebellious prankster with a crafty mind and a heart of gold. Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down?遊엓ong with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school???uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",7.675621,2009-12-23,Don't BE A STUPID BE AN I.D.I.O.T.,7.8,850,"['tradition', '?쨎rris', 'bueller', 'day', 'comes', 'refreshing', 'comedy', 'rebellious', 'prankster', 'crafty', 'mind', 'heart', 'gold', 'rascal', 'joker', 'dreamer', 'genius', '...', ""'ve"", 'never', 'met', 'college', 'student', 'quite', 'like', 'rancho', 'moment', 'arrives', 'india', 'prestigious', 'university', 'rancho', 'outlandish', 'schemes', 'turn', 'campus', 'upside', '遊엓ong', 'lives', 'two', 'newfound', 'best', 'friends', 'together', 'make', 'life', 'miserable', 'virus', 'school', 'uptight', 'heartless', 'dean', 'rancho', 'catches', 'eye', 'dean', 'sexy', 'daughter', 'virus', 'sets', 'sights', 'flunking', '3', 'idiots']","['stupid', 'i.d.i.o.t']"
202,tt1130884,Shutter Island,"['Drama', 'Thriller', 'Mystery']","['based on novel', 'island', 'hurricane', 'investigation', 'psychiatric hospital', 'u.s. marshal', 'conspiracy theory', '1950s']","World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",15.813629,2010-02-18,Someone is missing.,7.8,6559,"['world', 'war', 'ii', 'soldier-turned-u.s.', 'marshal', 'teddy', 'daniels', 'investigates', 'disappearance', 'patient', 'hospital', 'criminally', 'insane', 'efforts', 'compromised', 'troubling', 'visions', 'also', 'mysterious', 'doctor']","['someone', 'missing']"
203,tt0892769,How to Train Your Dragon,"['Fantasy', 'Adventure', 'Animation', 'Family']","['flying', 'blacksmith', 'arena', 'island', 'night', 'ship', 'training', 'village', 'forest', 'viking', 'friendship', 'ignorance', 'flight', 'nest', 'dragon', 'battle', 'combat', 'well', 'warrior']","As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast ??which he names Toothless ??much to the chagrin of his warrior father",14.416681,2010-03-05,One adventure will change two worlds,7.5,4319,"['son', 'viking', 'leader', 'cusp', 'manhood', 'shy', 'hiccup', 'horrendous', 'haddock', 'iii', 'faces', 'rite', 'passage', ':', 'must', 'kill', 'dragon', 'prove', 'warrior', 'mettle', 'downing', 'feared', 'dragon', 'realizes', 'longer', 'wants', 'destroy', 'instead', 'befriends', 'beast', 'names', 'toothless', 'much', 'chagrin', 'warrior', 'father']","['one', 'adventure', 'change', 'two', 'worlds']"
204,tt0435761,Toy Story 3,"['Animation', 'Family', 'Comedy']","['hostage', 'college', 'toy', 'barbie', 'animation', 'escape', 'day care', 'teddy bear', 'duringcreditsstinger', 'toy comes to life', 'personification', 'inanimate objects coming to life', 'toy story']","Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",16.96647,2010-06-16,No toy gets left behind.,7.6,4710,"['woody', 'buzz', 'rest', 'andy', 'toys', ""n't"", 'played', 'years', 'andy', 'go', 'college', 'gang', 'find', 'accidentally', 'left', 'nefarious', 'day', 'care', 'center', 'toys', 'must', 'band', 'together', 'escape', 'return', 'home', 'andy']","['toy', 'gets', 'left', 'behind']"
205,tt1375666,Inception,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']","['loss of lover', 'dream', 'kidnapping', 'sleep', 'subconsciousness', 'heist', 'redemption', 'female hero']","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",29.108149,2010-07-14,Your mind is the scene of the crime.,8.1,14075,"['cobb', 'skilled', 'thief', 'commits', 'corporate', 'espionage', 'infiltrating', 'subconscious', 'targets', 'offered', 'chance', 'regain', 'old', 'life', 'payment', 'task', 'considered', 'impossible', ':', 'inception', 'implantation', 'another', 'person', 'idea', 'target', 'subconscious']","['mind', 'scene', 'crime']"
206,tt1255953,Incendies,"['Drama', 'War', 'Mystery']","['prison', 'middle east', 'rape', 'muslim', 'militia', 'interpreter', 'son', 'christian', 'orphanage', 'swimming pool', 'massacre', 'checkpoint', 'political assassination', 'twins', 'will']","A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",8.596012,2010-09-04,The search began at the opening of their mother's will.,7.9,496,"['mother', 'last', 'wishes', 'send', 'twins', 'jeanne', 'simon', 'journey', 'middle', 'east', 'search', 'tangled', 'roots', 'adapted', 'wajdi', 'mouawad', 'acclaimed', 'play', 'incendies', 'tells', 'powerful', 'moving', 'tale', 'two', 'young', 'adults', ""'"", 'voyage', 'core', 'deep-rooted', 'hatred', 'never-ending', 'wars', 'enduring', 'love']","['search', 'began', 'opening', 'mother']"
207,tt1201607,Harry Potter and the Deathly Hallows: Part 2,"['Family', 'Fantasy', 'Adventure']","['self sacrifice', 'magic', 'frog', 'sorcerer', 'school', 'wizard', '3d']","Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",24.990737,2011-07-07,It all ends here.,7.9,6141,"['harry', 'ron', 'hermione', 'continue', 'quest', 'vanquish', 'evil', 'voldemort', 'things', 'begin', 'look', 'hopeless', 'young', 'wizards', 'harry', 'discovers', 'trio', 'magical', 'objects', 'endow', 'powers', 'rival', 'voldemort', 'formidable', 'skills']",['ends']
208,tt1454029,The Help,['Drama'],"['mississippi', 'based on novel', 'exploitation', 'racial segregation', 'racism', 'writer', 'maid', 'moral courage', 'ressentiment', 'southern belle', 'racial issues', '1960s', 'newspaper columnist']","Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",7.486118,2011-08-09,Change begins with a whisper.,7.9,1966,"['aibileen', 'clark', 'middle-aged', 'african-american', 'maid', 'spent', 'life', 'raising', 'white', 'children', 'recently', 'lost', 'son', ';', 'minny', 'jackson', 'african-american', 'maid', 'often', 'offended', 'employers', 'despite', 'family', 'struggles', 'money', 'desperate', 'need', 'jobs', ';', 'eugenia', 'skeeter', 'phelan', 'young', 'white', 'woman', 'recently', 'moved', 'back', 'home', 'graduating', 'college', 'find', 'childhood', 'maid', 'mysteriously', 'disappeared', 'three', 'stories', 'intertwine', 'explain', 'life', 'jackson', 'mississippi', 'revolves', 'around', 'help', ';', 'yet', 'always', 'kept', 'certain', 'distance', 'racial', 'lines']","['change', 'begins', 'whisper']"
